#				
#   VizieR Astronomical Server vizier.u-strasbg.fr				
#    Date: 2021-04-23T06:47:17 [V1.99+ (14-Oct-2013)]				
#   In case of problem, please report to:	cds-question@unistra.fr			
#				
#				
#Coosys	J2000:	eq_FK5 J2000		
#INFO	votable-version=1.99+ (14-Oct-2013)			
#INFO	-ref=VIZ60826c0f15d4da			
#INFO	-out.max=9999			
#INFO	queryParameters=9			
#-oc.form=dec				
#-out.max=9999				
#-nav=cat:J/AJ/159/60&tab:{J/AJ/159/60/table1}&key:source=J/AJ/159/60/table1&HTTPPRM:&				
#-source=J/AJ/159/60/table1				
#-order=I				
#-out=TIC				
#-out=Sec				
#-out=Outbst				
#-out=Flare				
#				
				
#RESOURCE=yCat_51590060				
#Name: J/AJ/159/60				
#Title: 8695 flares from 1228 stars in TESS sectors 1 & 2 (Gunther+, 2020)				
#Table	J_AJ_159_60_table1:			
231914259	1	19	1	
231914259	1	19	2	
231914259	1	20	1	
231914259	1	20	2	
231914259	1	21	1	
231914259	1	22	1	
231914259	1	22	2	
231914259	1	23	1	
231914259	1	23	2	
231914259	1	24	1	
231914259	1	24	2	
231914259	1	24	3	
231914259	1	24	4	
231914259	1	25	1	
231914259	1	25	2	
231914259	1	27	1	
231914259	1	28	1	
231914259	1	29	1	
231914259	1	30	1	
231914259	1	30	2	
231914259	1	31	1	
231914259	1	32	1	
231914259	1	33	1	
231914259	1	33	2	
231914259	1	34	1	
231914259	1	34	2	
231914259	2	1	1	
231914259	2	2	1	
231914259	2	3	1	
231914259	2	5	1	
231914259	2	5	2	
231914259	2	6	1	
231914259	2	6	2	
231914259	2	7	1	
231914259	2	8	1	
231914259	2	8	2	
231914259	2	8	3	
231914259	2	9	1	
231914259	2	9	2	
231914259	2	10	1	
231914259	2	12	1	
231914259	2	13	1	
231914259	2	14	1	
231914259	2	14	2	
231914259	2	15	1	
231914259	2	15	2	
231914259	2	15	3	
231914259	2	16	1	
231914259	2	17	1	
231914259	2	18	1	
231914259	2	19	1	
231914259	2	21	1	
231914259	2	21	2	
231914259	2	22	1	
231914259	2	22	2	
231914259	2	22	3	
231914259	2	23	1	
231914259	2	24	1	
231914259	2	25	1	
232062375	1	1	1	
232062375	1	2	1	
232062375	1	3	1	
232062375	1	3	2	
232062375	1	4	1	
232062375	1	5	1	
232062375	1	6	1	
232062375	1	6	2	
232062375	1	7	1	
232062375	1	8	1	
232062375	1	9	1	
232062375	1	10	1	
232062375	1	10	2	
232062375	1	12	1	
232062375	1	13	1	
232062375	1	13	2	
232062375	1	14	1	
232062375	1	15	1	
232062375	1	16	1	
232062375	1	17	1	
232062375	1	17	2	
232062375	1	17	3	
232062375	1	18	1	
232062375	1	19	1	
232064182	1	1	1	
232064182	1	2	1	
232064182	1	3	1	
232064182	1	4	1	
232064182	1	4	2	
232064182	1	5	1	
232064182	1	6	1	
232064182	1	7	1	
232064182	1	8	1	
232064182	1	9	1	
232064182	1	10	1	
232073219	1	1	1	
232073219	1	2	1	
232073219	1	3	1	
232073219	1	4	1	
232073219	1	5	1	
232073219	1	6	1	
232073219	1	7	1	
232073219	1	8	1	
232073219	2	1	1	
232073219	2	2	1	
232073219	2	2	2	
232073219	2	3	1	
232073219	2	5	1	
232073219	2	6	1	
232073219	2	7	1	
232073219	2	8	1	
232073219	2	9	1	
232073219	2	10	1	
232073492	1	1	1	
232073492	1	2	1	
232073492	1	4	1	
232073492	1	5	1	
232073492	1	6	1	
232073492	1	8	1	
232073492	2	1	1	
232073492	2	3	1	
232073492	2	4	1	
232073492	2	5	1	
232073492	2	5	2	
232073492	2	9	1	
232073646	2	1	1	
232073646	2	2	1	
232073646	2	2	2	
232073646	2	3	1	
232082780	1	1	1	
232083054	1	1	1	
232083054	1	3	1	
232083054	1	4	1	
232083054	1	5	1	
232083054	1	6	1	
232083054	1	7	1	
232083054	1	8	1	
232083054	1	8	2	
232083054	1	9	1	
232083054	1	10	1	
232083054	2	1	1	
232083054	2	1	2	
232083054	2	1	3	
232083054	2	2	1	
232083054	2	3	1	
232083054	2	3	2	
232083054	2	4	1	
232083054	2	5	1	
232083054	2	5	2	
232083054	2	6	1	
232083054	2	7	1	
232083054	2	8	1	
232083054	2	9	1	
234283523	1	2	1	
234284556	1	1	1	
234284556	1	2	1	
234284556	1	3	1	
234284556	1	4	1	
234284556	1	5	1	
234284556	1	6	1	
234284556	1	7	1	
234284556	1	7	2	
234284556	1	7	3	
234288627	1	1	1	
234290432	1	3	1	
234290432	1	3	2	
234290432	1	4	1	
234290432	1	5	1	
234290432	1	6	1	
234290432	1	7	1	
234290432	1	8	1	
234290432	1	10	1	
234290432	1	11	1	
234292783	1	1	1	
234292783	1	3	1	
234295610	1	1	1	
234295610	1	1	2	
234295610	1	2	1	
234295610	1	3	1	
234295610	1	4	1	
234295610	1	5	1	
234295610	1	7	1	
234295610	1	7	2	
234305155	1	1	1	
234305155	1	2	1	
234305155	1	3	1	
234305155	2	1	1	
234305155	2	2	1	
234305155	2	3	1	
234305804	1	1	1	
234305872	2	3	1	
234307350	2	1	1	
234333175	1	2	1	
234333175	1	3	1	
234333175	1	4	1	
234333175	1	5	1	
234333175	1	6	1	
234333175	1	6	2	
234333175	1	8	1	
234333175	1	8	2	
234333175	1	9	1	
234333175	1	10	1	
234333175	1	10	2	
234333175	1	12	1	
234333175	2	2	1	
234333175	2	3	1	
234333175	2	4	1	
234333175	2	5	1	
234333175	2	5	2	
234333175	2	6	1	
234333175	2	6	2	
234333175	2	9	1	
234333175	2	9	2	
234333175	2	11	1	
234334620	2	1	1	
234334620	2	2	1	
234338669	1	1	1	
234495456	1	1	1	
234495456	1	2	1	
234495456	1	4	1	
234495456	1	5	1	
234495456	1	6	1	
234495456	1	7	1	
234495456	1	8	1	
234495456	1	8	2	
234495456	2	1	1	
234495456	2	2	1	
234495456	2	3	1	
234495456	2	4	1	
234495456	2	6	1	
234495456	2	7	1	
234497476	1	2	1	
234502300	2	1	1	
234502300	2	3	1	
234502300	2	4	1	
234502300	2	4	2	
234502300	2	5	1	
234506344	1	1	1	
234506344	1	2	1	
234506344	1	3	1	
234506344	1	3	2	
234506344	2	1	1	
234506344	2	2	1	
234506344	2	3	1	
234506344	2	4	1	
234506344	2	5	1	
234506344	2	6	1	
234506344	2	8	1	
234506344	2	10	1	
234506344	2	11	1	
234506344	2	12	1	
234506344	2	13	1	
234506911	1	1	1	
234506911	1	1	2	
234506911	1	2	1	
234506911	1	3	1	
234506911	1	3	2	
234506911	1	3	3	
234506911	1	4	1	
234506911	1	5	1	
234506911	1	6	1	
234506911	1	6	2	
234506911	1	7	1	
234506911	1	8	1	
234506911	1	8	2	
234506911	1	9	1	
234506911	1	10	1	
234506911	1	10	2	
234506911	1	11	1	
234506911	1	11	2	
234506911	1	11	3	
234506911	1	12	1	
234506911	1	13	1	
234506911	1	13	2	
234506911	1	14	1	
234506911	1	14	2	
234506911	1	15	1	
234506911	1	16	1	
234506911	1	18	1	
234506911	1	18	2	
234506911	1	19	1	
234506911	1	20	1	
234506911	1	20	2	
234506911	1	21	1	
234506911	1	22	1	
234506911	1	22	2	
234506911	1	22	3	
234506911	1	23	1	
234506911	1	23	2	
234506911	1	24	1	
234506911	2	1	1	
234506911	2	3	1	
234506911	2	4	1	
234506911	2	5	1	
234506911	2	7	1	
234506911	2	8	1	
234506911	2	9	1	
234506911	2	9	2	
234506911	2	10	1	
234506911	2	10	2	
234506911	2	11	1	
234506911	2	11	2	
234506911	2	12	1	
234506911	2	13	1	
234506911	2	14	1	
234506911	2	15	1	
234506911	2	16	1	
234506911	2	17	1	
234509975	1	2	1	
234509975	1	3	1	
234509975	1	4	1	
234509975	2	1	1	
234509975	2	2	1	
234509975	2	3	1	
234509975	2	3	2	
234509975	2	4	1	
234509975	2	5	1	
234509975	2	6	1	
234509975	2	7	1	
234523773	1	1	1	
234523773	1	2	1	
234523773	1	3	1	
234523773	2	1	1	
234523773	2	1	2	
234523773	2	1	3	
234523773	2	2	1	
234523773	2	3	1	
234523773	2	4	1	
234523931	1	1	1	
234526939	2	2	1	
234526939	2	3	1	
234526939	2	4	1	
234526939	2	5	1	
234526939	2	5	2	
234526939	2	5	3	
234526939	2	6	1	
234526939	2	7	1	
234526939	2	7	2	
234529160	2	1	1	
234529160	2	1	2	
234529160	2	1	3	
234529160	2	2	1	
234529160	2	3	1	
234529160	2	3	2	
234529160	2	4	1	
234529160	2	4	2	
234529160	2	5	1	
234529160	2	6	1	
234529160	2	7	1	
234529160	2	8	1	
234529160	2	9	1	
234529160	2	9	2	
234529160	2	11	1	
234529160	2	13	1	
234529160	2	14	1	
234529160	2	15	1	
234529160	2	17	1	
234529160	2	18	1	
234529160	2	19	1	
234529160	2	19	2	
234529160	2	20	1	
234547938	2	1	1	
234547938	2	2	1	
234998454	1	1	1	
234998454	1	2	1	
235037761	1	1	1	
235037761	1	2	1	
235037761	1	3	1	
237338543	1	1	1	
237338543	1	2	1	
237338543	1	3	1	
237338543	1	4	1	
237338543	1	5	1	
237338543	1	5	2	
237338543	1	6	1	
237338543	1	7	1	
237338543	1	8	1	
237338543	1	9	1	
237338543	1	10	1	
237338543	1	11	1	
237338543	1	13	1	
237338543	1	14	1	
237339854	1	1	1	
237339854	1	2	1	
237880881	1	1	1	
237880881	1	3	1	
237880881	1	3	2	
237880881	1	3	3	
237880881	1	4	1	
237880881	1	5	1	
237880881	1	6	1	
237880881	2	1	1	
237880881	2	5	1	
237880881	2	5	2	
237880881	2	6	1	
237880881	2	7	1	
237880881	2	7	2	
237883499	2	1	1	
237883499	2	2	1	
237883499	2	3	1	
237883772	2	1	1	
237883772	2	1	2	
237883772	2	3	1	
237883772	2	4	1	
237883772	2	5	1	
237883772	2	6	1	
237883772	2	7	1	
237883772	2	7	2	
237883772	2	7	3	
237885807	1	1	1	
237885807	1	3	1	
237885807	1	3	2	
237885807	1	4	1	
237885807	1	5	1	
237885807	1	6	1	
237885807	1	6	2	
237885807	1	7	1	
237885807	1	8	1	
237885807	1	8	2	
237885807	1	9	1	
237885807	1	10	1	
237885807	1	11	1	
237885807	1	12	1	
237885807	1	13	1	
237885807	1	14	1	
237885807	1	14	2	
237885807	1	16	1	
237885807	1	17	1	
237885807	1	19	1	
237885807	1	21	1	
237885807	2	1	1	
237885807	2	2	1	
237885807	2	4	1	
237885807	2	4	2	
237885807	2	4	3	
237885807	2	5	1	
237885807	2	6	1	
237885807	2	6	2	
237885807	2	7	1	
237885807	2	8	1	
237885807	2	9	1	
237885807	2	10	1	
237885807	2	10	2	
237885807	2	11	1	
237885807	2	12	1	
237885807	2	14	1	
237885807	2	15	1	
237885807	2	17	1	
237885807	2	18	1	
237885807	2	19	1	
237885807	2	20	1	
237885807	2	21	1	
237885807	2	22	1	
237885807	2	22	2	
237910557	1	1	1	
237910557	1	2	1	
237910557	1	4	1	
237910557	1	5	1	
237910557	1	6	1	
237910557	1	6	2	
237910557	1	7	1	
237910557	2	2	1	
237910557	2	3	1	
237918270	2	1	1	
237918271	2	1	1	
237928028	2	1	1	
237934055	1	1	1	
237934055	1	2	1	
237934055	1	3	1	
237940278	2	1	1	
237949289	2	1	1	
238176832	1	1	1	
238176832	1	2	1	
238176832	1	3	1	
238176832	1	3	2	
238176832	1	4	1	
238176832	1	5	1	
238176832	1	6	1	
238176832	1	6	2	
238176832	1	6	3	
238176832	1	7	1	
238176832	1	8	1	
238176832	1	8	2	
238176832	1	9	1	
238176832	1	10	1	
238176832	1	11	1	
238176832	1	12	1	
238176832	1	13	1	
238176832	1	14	1	
238183068	1	1	1	
238183068	1	2	1	
238183068	1	4	1	
238183068	2	1	1	
238183068	2	2	1	
238183068	2	2	2	
238183068	2	3	1	
238183068	2	4	1	
238183068	2	5	1	
238185204	1	1	1	
238185204	2	1	1	
238185204	2	3	1	
238194430	1	1	1	
238194430	1	2	1	
238194430	1	3	1	
238194430	1	4	1	
238194430	1	5	1	
238194430	1	6	1	
238194430	1	7	1	
238194430	1	7	2	
238194430	1	7	3	
238194430	1	9	1	
238194430	2	1	1	
238194430	2	1	2	
238194430	2	2	1	
238194430	2	2	2	
238194459	1	4	1	
238194459	1	5	1	
238194459	1	6	1	
238194459	1	6	2	
238194459	1	7	1	
238194459	1	8	1	
238194459	1	9	1	
238194459	1	9	2	
238194459	2	1	1	
238194459	2	2	1	
238194459	2	2	2	
238194459	2	3	1	
238194459	2	4	1	
238194459	2	5	1	
238194459	2	6	1	
238228648	1	1	1	
238228648	1	2	1	
238228648	1	3	1	
238228648	1	3	2	
238228648	1	4	1	
238228648	1	5	1	
238228648	1	6	1	
238228648	1	7	1	
238228648	1	8	1	
238228648	2	1	1	
238228648	2	2	1	
238228648	2	3	1	
238228648	2	5	1	
238228648	2	6	1	
238228648	2	7	1	
238228648	2	8	1	
238813187	1	2	1	
238813187	1	3	1	
238817606	1	1	1	
238817606	1	1	2	
238853963	1	1	1	
238876720	2	2	1	
238876720	2	3	1	
238876720	2	3	2	
238876720	2	5	1	
238876720	2	6	1	
238876720	2	7	1	
238892775	1	1	1	
238892775	1	2	1	
238892775	1	3	1	
238892775	1	3	2	
238892775	2	1	1	
238893410	1	1	1	
238893410	1	2	1	
238893410	1	3	1	
238893410	1	4	1	
238893410	1	4	2	
238893410	2	1	1	
238893410	2	2	1	
238893410	2	3	1	
240764987	2	1	1	
240764987	2	1	2	
246854127	2	2	1	
246854127	2	3	1	
246854127	2	3	2	
246854127	2	3	3	
246854127	2	4	1	
246854127	2	5	1	
246854127	2	6	1	
246854127	2	7	1	
246854127	2	8	1	
246854127	2	9	1	
246854127	2	10	1	
246854127	2	10	2	
246854127	2	11	1	
246854127	2	11	2	
246854127	2	12	1	
246854127	2	13	1	
246854127	2	14	1	
246854127	2	15	1	
246854127	2	16	1	
246854127	2	17	1	
246854127	2	18	1	
246854127	2	19	1	
246860755	2	1	1	
246860755	2	1	2	
246860755	2	1	3	
246861224	2	1	1	
246861224	2	2	1	
246861224	2	2	2	
246861224	2	3	1	
246861224	2	5	1	
246861224	2	5	2	
246861224	2	5	3	
251823847	2	1	1	
251828744	2	1	1	
251828744	2	2	1	
251828744	2	3	1	
251828744	2	4	1	
251828744	2	4	2	
251828744	2	5	1	
251828744	2	6	1	
251840507	2	1	1	
251845153	2	1	1	
251845153	2	2	1	
251845153	2	3	1	
251845153	2	3	2	
251845153	2	4	1	
251845153	2	6	1	
251845153	2	7	1	
251845153	2	8	1	
251845153	2	8	2	
251845153	2	9	1	
251845153	2	10	1	
251845156	2	1	1	
251846450	2	3	1	
251846450	2	4	1	
251846450	2	5	1	
251846450	2	5	2	
251846450	2	6	1	
251846450	2	6	2	
251846450	2	7	1	
251846450	2	8	1	
251846450	2	9	1	
251846450	2	11	1	
251846450	2	11	2	
251846450	2	12	1	
251853749	2	1	1	
251876851	2	1	1	
251879885	2	1	1	
251879885	2	1	2	
251879885	2	2	1	
251879885	2	3	1	
251879885	2	4	1	
251879914	2	1	1	
251879914	2	2	1	
251879914	2	2	2	
259845346	1	1	1	
259845346	1	1	2	
259845346	1	2	1	
259845346	1	3	1	
259845346	1	4	1	
259845346	1	5	1	
259845346	1	6	1	
259845346	1	6	2	
259845346	1	6	3	
259845346	1	8	1	
259845346	1	9	1	
259845346	1	10	1	
259845346	1	11	1	
259845346	1	12	1	
259845346	1	13	1	
259845346	1	14	1	
259845346	1	15	1	
259845346	1	16	1	
259861569	2	1	1	
259928422	2	1	1	
260127241	1	1	1	
260127241	1	2	1	
260127241	2	1	1	
260162387	1	1	1	
260162387	1	2	1	
260162387	1	3	1	
260162387	1	3	2	
260162387	1	4	1	
260162387	1	5	1	
260162387	1	5	2	
260162387	1	6	1	
260162387	1	8	1	
260162387	1	9	1	
260162387	1	9	2	
260162387	2	1	1	
260162387	2	2	1	
260162387	2	2	2	
260162387	2	3	1	
260162387	2	3	2	
260162387	2	4	1	
260162387	2	4	2	
260162387	2	5	1	
260162387	2	8	1	
260188534	2	1	1	
260268898	1	1	1	
260269256	2	1	1	
260269256	2	2	1	
260269256	2	3	1	
260269256	2	4	1	
260296875	1	1	1	
260296875	1	2	1	
260296875	1	3	1	
260296875	1	4	1	
260296875	1	5	1	
260296875	1	6	1	
260296875	1	6	2	
260296875	2	1	1	
260296875	2	2	1	
260296875	2	3	1	
260303793	2	1	1	
260304296	2	1	1	
260351540	1	1	1	
260351540	1	1	2	
260351540	1	1	3	
260351540	1	2	1	
260351540	1	4	1	
260351540	2	1	1	
260351540	2	2	1	
260351540	2	3	1	
260351540	2	4	1	
260351540	2	5	1	
260351540	2	6	1	
260351540	2	7	1	
260351540	2	8	1	
260351540	2	8	2	
260351540	2	9	1	
260351540	2	10	1	
260352702	1	1	1	
260352702	1	1	2	
260352702	1	2	1	
260352702	2	1	1	
260352702	2	3	1	
260352702	2	4	1	
260352702	2	4	2	
260416268	1	1	1	
260473060	1	1	1	
260504446	1	1	1	
260504446	1	2	1	
260504446	1	2	2	
260504446	1	3	1	
260504446	2	1	1	
260506296	1	1	1	
260506296	1	3	1	
260506296	1	4	1	
260506296	1	5	1	
260506296	2	1	1	
260506296	2	2	1	
260506296	2	3	1	
260506296	2	3	2	
260506296	2	3	3	
260506296	2	4	1	
260655797	1	1	1	
260655797	1	2	1	
260655797	1	3	1	
260655797	1	4	1	
260655797	2	1	1	
260655797	2	1	2	
260655797	2	2	1	
260655797	2	3	1	
260655847	2	1	1	
260749816	1	1	1	
260749816	1	1	2	
260889990	1	2	1	
260889990	1	3	1	
260889990	1	3	2	
260889990	1	4	1	
260889990	1	6	1	
260889990	1	6	2	
260889990	1	7	1	
260889990	1	7	2	
260889990	1	9	1	
260889990	1	10	1	
260889990	1	11	1	
260889990	1	11	2	
260889990	1	11	3	
260889990	1	12	1	
260889990	1	12	2	
260889990	1	13	1	
260889990	1	15	1	
260889990	1	15	2	
260889990	1	16	1	
260889990	1	16	2	
260889990	1	17	1	
260889990	1	18	1	
260889990	1	19	1	
260889990	1	20	1	
260972843	1	1	1	
260972843	1	2	1	
260972843	1	2	2	
260972843	1	4	1	
260972843	1	5	1	
260972843	1	6	1	
260972843	1	7	1	
260972843	1	7	2	
260972843	1	7	3	
260972843	1	9	1	
260972843	1	10	1	
260972843	1	11	1	
260972843	1	11	2	
260972843	2	1	1	
260972843	2	2	1	
260972843	2	3	1	
260972843	2	4	1	
260972843	2	5	1	
260972843	2	5	2	
260972843	2	6	1	
260972843	2	7	1	
260972843	2	9	1	
261205179	2	1	1	
261236136	1	1	1	
261236136	1	2	1	
261236136	1	3	1	
261236136	1	5	1	
261236136	1	6	1	
261236136	1	6	2	
261236136	1	7	1	
261236136	1	7	2	
261236136	1	8	1	
261236136	1	9	1	
261236136	1	9	2	
261261192	1	1	1	
261261192	1	1	2	
261261192	1	2	1	
261335869	1	1	1	
261378866	1	1	1	
261523668	1	1	1	
261523668	1	1	2	
261523668	1	2	1	
261540707	1	1	1	
261540707	1	1	2	
261540707	1	2	1	
261540707	1	2	2	
261540707	1	3	1	
261540707	1	4	1	
261540707	1	5	1	
261540707	1	6	1	
261540707	1	7	1	
261540707	1	8	1	
261560580	1	1	1	
261560580	1	1	2	
261560580	1	2	1	
261560580	1	3	1	
261560580	1	4	1	
261560580	1	6	1	
261560580	1	7	1	
261560580	1	10	1	
261678862	1	1	1	
261678862	1	2	1	
261678862	1	4	1	
261678862	1	5	1	
261678862	1	6	1	
261678862	1	7	1	
261678862	1	8	1	
261678862	1	9	1	
261683334	1	1	1	
261749149	1	1	1	
262039241	2	1	1	
262039241	2	2	1	
262039241	2	3	1	
262039241	2	3	2	
262039241	2	3	3	
262039241	2	4	1	
262039241	2	5	1	
262039241	2	7	1	
262039241	2	8	1	
262039241	2	9	1	
262110281	2	1	1	
262110281	2	2	1	
262110281	2	3	1	
262110281	2	4	1	
262110281	2	5	1	
262110281	2	7	1	
262110281	2	8	1	
262609754	1	3	1	
262609754	1	4	1	
262609754	2	1	1	
262609754	2	2	1	
262609754	2	2	2	
262612391	1	1	1	
262818244	1	1	1	
262818859	1	1	1	
262818859	1	3	1	
262818859	1	4	1	
262818859	1	4	2	
262921847	1	1	1	
262921847	2	1	1	
262921847	2	2	1	
262955872	1	1	1	
262955872	1	2	1	
262955872	1	4	1	
262955872	1	4	2	
262955872	1	5	1	
262955872	1	6	1	
262955872	1	7	1	
262955872	1	8	1	
262955872	1	9	1	
262955872	1	10	1	
262955872	1	10	2	
265567103	1	1	1	
266637623	1	1	1	
266637623	1	2	1	
266637623	1	4	1	
266637623	1	4	2	
266640930	1	1	1	
266640930	1	1	2	
266903338	1	2	1	
266903338	1	3	1	
266923326	1	1	1	
266923326	1	1	2	
266923326	1	2	1	
266923326	1	3	1	
266923326	1	3	2	
266923326	1	4	1	
266923326	1	4	2	
266923326	1	5	1	
266923326	1	6	1	
266923326	1	6	2	
266997586	1	1	1	
266997586	1	2	1	
266997586	1	3	1	
266998480	1	2	1	
266998480	1	2	2	
266998480	1	3	1	
266998480	1	4	1	
266998480	1	5	1	
266998480	1	5	2	
266998480	1	5	3	
266998480	1	6	1	
266998480	1	6	2	
266998480	1	7	1	
266998480	1	8	1	
266998480	1	9	1	
266998480	1	10	1	
266998480	1	10	2	
266998480	1	11	1	
266998480	1	12	1	
266998480	1	12	2	
266998480	1	13	1	
266998480	1	13	2	
266998480	1	14	1	
266998480	1	14	2	
266998480	1	14	3	
266998480	1	15	1	
266998480	1	17	1	
266998480	1	18	1	
266998480	1	20	1	
266998480	1	21	1	
266998480	1	22	1	
266998480	1	22	2	
267094881	1	1	1	
267094881	1	1	2	
267094881	2	1	1	
267094881	2	2	1	
267094881	2	3	1	
267094881	2	4	1	
267094881	2	5	1	
269762258	1	1	1	
269762258	1	3	1	
269762258	1	4	1	
269762258	1	5	1	
269762258	1	5	2	
269762258	1	6	1	
269762258	1	7	1	
269762999	1	1	1	
269762999	1	1	2	
269762999	1	2	1	
269792900	2	1	1	
269793839	1	1	1	
269793839	1	3	1	
269793839	1	4	1	
269793839	1	5	1	
269793839	1	6	1	
269793839	1	8	1	
269793839	1	9	1	
269797536	2	1	1	
269797536	2	2	1	
269797536	2	3	1	
269797536	2	4	1	
269797536	2	5	1	
269797536	2	6	1	
269797536	2	6	2	
269797536	2	7	1	
269797536	2	8	1	
269797536	2	9	1	
269797536	2	11	1	
269797536	2	12	1	
269797536	2	12	2	
269797536	2	13	1	
269797536	2	13	2	
269797536	2	13	3	
269829656	1	1	1	
269829656	1	3	1	
269829656	1	4	1	
269829656	1	6	1	
269829656	1	6	2	
269829656	1	6	3	
269829656	1	7	1	
269829656	1	8	1	
269829656	1	8	2	
269829656	1	9	1	
269849065	1	3	1	
269849065	1	3	2	
269849065	1	3	3	
269849065	1	4	1	
269849065	1	5	1	
269849065	1	5	2	
269855929	1	2	1	
269855929	1	4	1	
269855929	1	5	1	
269855929	1	6	1	
269855929	1	6	2	
269855929	1	7	1	
269855929	2	1	1	
269855929	2	2	1	
269855929	2	3	1	
269855929	2	4	1	
269855929	2	5	1	
269857351	1	1	1	
269857351	1	4	1	
269857351	1	5	1	
269857351	1	5	2	
269857351	1	6	1	
269857351	1	6	2	
269940990	1	3	1	
269940990	1	4	1	
269940990	1	5	1	
269940990	1	5	2	
269940990	1	6	1	
269940990	1	7	1	
269940990	1	8	1	
269940990	1	9	1	
269940990	1	10	1	
269940990	1	11	1	
269940990	1	12	1	
269940990	1	12	2	
269940990	1	14	1	
269940990	1	15	1	
269940990	1	16	1	
269940990	1	16	2	
269940990	1	17	1	
270036525	1	1	1	
270036525	1	2	1	
270038761	1	1	1	
270038761	1	2	1	
270038761	1	2	2	
270038761	1	3	1	
270038761	1	4	1	
270038761	1	6	1	
270038761	1	7	1	
270038761	1	8	1	
270038761	1	9	1	
270038761	1	10	1	
270038761	1	13	1	
270038761	1	15	1	
270038761	1	15	2	
270038761	1	16	1	
270038761	1	18	1	
270038761	1	19	1	
270038761	1	20	1	
270038761	1	20	2	
270038761	1	21	1	
270038761	1	22	1	
270038761	1	23	1	
270101915	1	2	1	
270101915	1	2	2	
270101915	1	3	1	
270268718	2	1	1	
270268718	2	2	1	
270268718	2	3	1	
270268718	2	4	1	
270268718	2	5	1	
270268718	2	6	1	
270268718	2	8	1	
270268718	2	9	1	
270268718	2	10	1	
270268718	2	11	1	
270268718	2	12	1	
270268718	2	12	2	
270268718	2	13	1	
270268718	2	14	1	
270268718	2	15	1	
270302811	1	1	1	
270340904	1	1	1	
270341486	1	1	1	
270341486	1	1	2	
270342707	1	1	1	
270342707	1	1	2	
270342707	1	3	1	
270342707	1	4	1	
270342707	1	5	1	
270356871	1	2	1	
270356871	1	2	2	
270356871	1	3	1	
270356871	1	4	1	
270356871	1	6	1	
270356871	1	7	1	
270356871	1	7	2	
270368906	1	1	1	
270368906	1	2	1	
270368906	1	3	1	
270368906	1	4	1	
270368906	1	5	1	
270368906	1	6	1	
270368906	1	7	1	
270368906	1	8	1	
270368906	1	10	1	
270377903	2	1	1	
270377903	2	2	1	
270424046	2	1	1	
270424046	2	1	2	
270424046	2	2	1	
270424046	2	3	1	
270424046	2	3	2	
270460537	2	1	1	
270460907	2	2	1	
270474668	1	1	1	
270474668	1	2	1	
270500463	1	2	1	
270500463	1	2	2	
270500463	1	2	3	
270554477	1	1	1	
270557659	1	1	1	
270623499	1	1	1	
270623499	1	2	1	
270623499	1	3	1	
270623499	1	4	1	
270623499	1	4	2	
270623499	1	5	1	
270623499	1	6	1	
270623499	1	7	1	
270627580	1	2	1	
270627580	1	3	1	
270627580	1	4	1	
270627580	1	4	2	
270627580	1	5	1	
270672809	1	1	1	
270672809	1	2	1	
270672809	1	2	2	
270676943	1	1	1	
270676943	1	3	1	
270676943	1	4	1	
270676943	1	4	2	
270676943	1	4	3	
270676943	1	5	1	
270677813	1	1	1	
270677813	1	1	2	
271639931	2	1	1	
271640350	1	2	1	
271640350	1	3	1	
271640350	1	4	1	
271640350	2	1	1	
271698144	1	1	1	
271698144	1	2	1	
271698144	1	2	2	
271698144	1	3	1	
271698144	1	4	1	
271698144	1	5	1	
271698144	1	6	1	
271698144	1	7	1	
271698144	2	2	1	
271698144	2	3	1	
271698144	2	3	2	
271698144	2	6	1	
271698144	2	7	1	
271698144	2	8	1	
271698144	2	9	1	
271725679	1	2	1	
271725679	1	3	1	
271725679	1	4	1	
271725679	1	5	1	
271725679	1	6	1	
271725679	1	6	2	
271725679	1	7	1	
271725679	1	8	1	
271725679	1	10	1	
271725679	1	10	2	
271725679	2	1	1	
271725679	2	2	1	
271725679	2	3	1	
271725679	2	4	1	
271725679	2	4	2	
271795905	1	1	1	
271795905	1	2	1	
271891933	2	1	1	
271891933	2	2	1	
271900514	1	1	1	
271900514	1	3	1	
271900514	1	4	1	
271900514	1	6	1	
271900514	1	6	2	
271900514	1	6	3	
271900514	1	9	1	
271900514	1	10	1	
271900514	2	2	1	
271900514	2	3	1	
271900514	2	3	2	
271900514	2	4	1	
271900514	2	5	1	
271900514	2	5	2	
271900514	2	7	1	
271900514	2	8	1	
271900514	2	8	2	
271900514	2	8	3	
271900514	2	9	1	
271900514	2	10	1	
271900514	2	11	1	
271900514	2	12	1	
271900514	2	13	1	
271975726	1	1	1	
271975726	1	2	1	
271975726	1	3	1	
271975726	1	4	1	
271975726	1	4	2	
271975726	1	5	1	
271975726	1	5	2	
271975726	1	5	3	
271975726	1	6	1	
271975726	1	7	1	
271975726	1	8	1	
271975726	1	9	1	
271975726	1	10	1	
271975726	1	11	1	
271975726	1	12	1	
271975726	2	1	1	
271975726	2	2	1	
271975726	2	3	1	
271975726	2	4	1	
271975726	2	5	1	
271975726	2	7	1	
271975726	2	7	2	
271999994	2	1	1	
272086159	2	1	1	
272086159	2	2	1	
272086159	2	3	1	
272233699	2	1	1	
